X,y
4.370861069626263,16.168370767492412
9.556428757689245,33.56586697343665
7.587945476302646,30.603068475464624
6.387926357773329,23.755128606139387
2.4041677639819286,11.395832039779807
1.5227525095137953,7.667876753382519
8.795585311974417,31.80791566749321
6.41003510568888,23.666656318959912
7.372653200164409,25.16461999008127
1.185260448662222,6.02345305397327
9.72918866945795,32.94493292877757
8.491983767203795,28.675478095847655
2.9110519961044856,12.724864194833266
2.636424704863906,11.565098433843783
3.7381801866358395,13.316861889023556
5.72280788469014,22.806412050606927
4.887505167779041,22.829985065665788
3.6210622617823773,16.65364637177061
6.506676052501415,23.84798563158504
2.2554447458683766,12.088975796028045
3.629301836816963,13.374277496153226
4.297256589643226,14.516828448624345
5.104629857953324,20.474440199110493
